"Star Wars: Episode V - The Empire Strikes Back"
"Superman II"
"Nine to Five"
"Stir Crazy"
"Airplane!"
"Any Which Way You Can"
"Private Benjamin"
"Coal Miner's Daughter"
"Smokey and the Bandit II"
"The Blue Lagoon"
"The Blues Brothers"
"Ordinary People"
"Urban Cowboy"
"Popeye"
"The Shining"
"Seems Like Old Times"
"Cheech and Chong's Next Movie"
"Caddyshack"
"Friday the 13th"
"Brubaker"
"Little Darlings"
"Dressed to Kill"
"The Gods Must Be Crazy"
"The Jazz Singer"
"Bronco Billy"
"Raging Bull"
"The Long Riders"
"American Gigolo"
"Xanadu"
"My Bodyguard"
"The Fog"
"Altered States"
"Cruising"
"The Octagon"
"Windwalker"
"The Private Eyes"
"Herbie Goes Bananas"
"Honeysuckle Rose"
"The Final Countdown"
"Hero at Large"
"The Island"
"First Family"
"Raise the Titanic"
"Prom Night"
"The Nude Bomb"
"Oh, God! Book II"
"The Competition"
"Wholly Moses!"
"The Last Flight of Noah's Ark"
"It's My Turn"
"The Fiendish Plot of Dr. Fu Manchu"
"Stardust Memories"
"The Hollywood Knights"
"Serial"
"Somewhere in Time"
"The Awakening"
"Fatso"
"Breaker Morant"
"The Stunt Man"
"La Cage aux Folles II"
"Where the Buffalo Roam"
"The Gong Show Movie"
"Motel Hell"
"Little Miss Marker"
"Oh Heavenly Dog"
"Hangar 18"
"The Watcher in the Woods"
"The Boogey Man"
"Willie & Phil"
"Melvin and Howard"
"Roadie"
"Resurrection"
"Heaven's Gate"
"Loving Couples"
"Moscow Does Not Believe in Tears"
"Windows"
"Just Tell Me What You Want"
"Bon Voyage, Charlie Brown (and Don't Come Back!!)"
"In God We Trust (or Gimme That Prime Time Religion)"
"Can't Stop the Music"
"When Time Ran Out..."
"Why Would I Lie?"
"Those Lips, Those Eyes"
"Phobia"
"The King and the Mockingbird"
"Mantis Fist Fighter"
"City of Women"
"Fame"
"Aufregung um Jesus"
"Serebryanyy rog Ala-Tau"
"Tayna poyushchego ostrova"
"Vozdushnye peshekhody"
"Zavtra vyydesh?"
"The Problem of Patty Melt"
"Saranam Ayyappa"
"Nobody's Boy Remi"
"Nishan e Haider: Captain Mohammad Sarwar Shaheed"
"Yubi wa dame yo"
"Yubi ga ii"
"Rankô furin: Hitozuma nure zakari"
"Huize Schoonderloo"
"A black and white statement"
"Kunst Koek & Koffie"
"Tuan Besar"
"Madana Manjari"
"Buah Hati Mama"
"Gutiloni rama chilaka"
"Omoeba tôkue kitamonda"
"Guan zhong chan zi"
"Shuang long guo jiang"
"Samsara Bandham"
"Pelli Gola"
"Pasupu Thadu"
"Pasupu Parani"
"Moodumulla bandam"
"Mama Alludu Sawal"
"Maa inti devatha"
"Lady James bond"
"Kalyana Chakravarthi"
"Gootiloni Ramachilaka"
"Al Darb Al Ahmar"
"Hong mu dan"
"Darna ajaib"
"Anak-anak Tak Beribu"
"Ratapan anak tiri II"
"Secret of Bigfoot"
"Al Hob Wahdo La Yakfi"
"Sansar"
"Rikon tsuma: Otoko no nukumori"
"Tsumatachi no seitaiken: Otto no me no maede, ima..."
"Shin nyûshain: Maruhi OL ôoku monogatari"
"Uwasa no onna: Asamade daite"
"Xing hua duo duo kai"
"An mo nu lang"
"L'ouvreuse n'a pas de culotte"
"Confidences d'une petite culotte"
"Jôhatsu tsuma: Susurinaki"
"Challenge Ramudu"
"Dandu Monara"
"Sindoor"
"Tosa No Ipponzuri"
"Joi 24-ji: Kahanshin senka"
"Shikijô onna: Kyôretsu shita zawari"
"Shinpan: Toruko Nippon taizenshû"
"Nihon no chikan"
"Itazura"
"Les trois derniers hommes"
"Secrétaires très particulières"
"Wakagoke ama: Uzuku"
"Wakazuma: Intô kurui"
"Habiby Da'iman"
"Sea of Love"
"Love in Singapore"
"Jao Paa-yu"
"Suraj Bhi Tamashai"
"Chikan ero dorobô"
"Nous nous sommes rencontrés dans un autre rêve"
"Na ring vyzyvaetsya"
"Yuan"
"Pai qiu zhi hua"
"Quelques oiseaux de proie"
"Miao miao"
"Tou guo yun ceng de xia guang"
"Zui hou ba ge ren"
"Kirameki no kisetsu"
"Huo zang chang qi an"
"Otake shinobu no a! Kono ai nakuba ganbasseyo Kuni-chan"
"Maskarado"
"Parabesh"
"Maruhi kyôsei-zai: Bed ga nureru"
"Mibôjin geshuku: Anomichi kono michi oshiemasu"
"Sex document: Wakazuma kankin"
"Deliler Almanya'da"
"Garsonyer"
"Gece Yasayan Kadin"
"Karanlik Sokaklar"
"Xin suan suan"
"Bo duo ye chuan"
"Chikan tsûgaku densha"
"Chikan osawari densha"
"Chikan densha: Tochû gesha"
"O ippotis to rodo Kai I anthismeni amigdalia"
"Jiu ge yu gui ji"
"Mibôjin geshuku: Hatsu nurashi"
"Sei o hikisaku"
"Ranjuku porno: Shiofuki sanshimai"
"Okasareta seishun: Shisshin"
"Muchi de nurasu"
"Joshi gakusei: Ureru"
"Choopanan-e kavir"
"Yobai dai-hyakka: Sakura-gai dorobô"
"Ich glaube an die Kraft der Arbeiterklasse"
"Xue wo zhong hua"
"Dui Prithibi"
"Chattogram Astragar Lunthan"
"Axaristia"
"Shi wan shan feng yun"
"Ye ye mo dao de nu ren"
"Mi yue guai shou"
"Wx!!!"
"Hao shi duo mo"
"Kahanshin bijin: Kurui-sô"
"Chikan-shi: Dote sagashi"
"I kiria tou maxim"
"Vandichakkaram"
"Encore plus avec Mélissa"
"Paektusan II"
"Paektusan I"
"Phi hua khaad"
"Abizars"
"Xue hua he li zi qiu"
"What's the beef Rodo?"
"Da ren wu"
"Jian xi"
"Ai qing a, ni xing shen me?"
"Yu zhong niao"
"Gangchil"
"Protiggya"
"De tha ta pareis mazi sou"
"Al Batneyya"
"De the ta pareis mazi sou"
"Feng huang lei"
"Saebyol"
"Miao-Miao"
"Kolongkini"
"Huang Ying Gu"
"Yu mo gui da jiao dao de ren"
"Silva"
"Tu sonjang"
"Rishta"
"Hum Dono"
"Shufu no taiken report: Waisetsuna hada"
"Di shi ge dan kong"
"Qi pin zhi ma guan"
"Bu shi wei le ai qing"
"Bothor El Shaytan"
"X Ma'anah Alamt Khata"
"Ta paliopaida ta atithasa"
"Shi tian"
"Xing chang shang de hun li"
"Shen nü feng de mi wu"
"Artzi bourtzi kai ellas"
"Ghawi Mashakel"
"Dai shou kao de lü ke"
"Muwan Palassa 2"
"Xiao mi hu du chuang gui men guan"
"Xia si gui"
"Mkhemar Dayemn Gahez"
"San ge shizong de ren"
"Chonggun'gijaui sugi"
"Jin ye xing guang can lan"
"Feng"
"Tie jia 008"
"Alif Laila"
"Under Cover"
"The Horrible Honeymoon Tour"
"Qiu wang she yu bai zei qi"
"Dat me"
"Johnny unser"
"Feng yu ren jia"
"Akheri Nishan"
"Rabbit sex: Joshigakusei shûdan bôkô jiken"
"Hentai sex: Watakushi torokeru"
"Jogakusei geshuku: Uredoki"
"Chikan kai asari"
"Sokhi Tumi Kar"
"Nozoki de hiraku"
"Hakuchû bôkôma"
"Gokuraku bôzu: Onna zeme"
"Ma zu xian sheng"
"Monzetsu!! Oshaburi goke"
"Manippoor Maamiyaar"
"Maatraan Thotathu Malligai"
"Shimai o osou"
"Hitozuma monzetsu kôfun"
"Mees ja mänd"
"Semi document: Tsubo saguri"
"Aru jokyôshi: Muchi de uzuku"
"Aru jokyôshi: Kusari to yawahada"
"Zhi shou zhe tian"
"Yûkai bôkô ma"
"Miru to hiraku"
"A 2. sz. örjárat"
"Chandralekha"
"Chhokka Panja"
"Shikima nozoki"
"Kangofu osou"
"Okashi dori"
"Okasare kiroku"
"Gekihan"
"Gekiran"
"Gekisatsu! Nihon no kinbaku"
"Jian qi xiao xiao kong que ling"
"Jokôsei shishun hatsu taiken"
"Jokôsei tenraku"
"Gakusei-zuma: Rinchi"
"Shôjo bôsei-zoku"
"Seibai chikan"
"Sky Blue"
"Jokyôshi: Ijô na taiken"
"Shadow Play"
"Rankô ryôshoku okashi"
"Santa Esperansa"
"Plyvut morzhi"
"Platon meni drug"
"Krik gagary"
"Kontrolnaya polosa"
"Dudariki"
"Dialog s prodolzheniyem"
"Rasstavayas s detstvom"
"Ella, une vraie famille"
"Ghuddi"
"Shesh Uttor"
"Nevozmozhnye deti"
"Ekhoni Somoy"
"Pawan Basanti"
"Hitodzuma OL joshi gakusei neratte osou"
"Da qing wa"
"Pleasure Island"
"Leto bylo tolko den"
"Bu ru gui qu"
"Gu du ming jian"
"Ling ling wu shi"
"Tretyego ne dano"
"Svadebnaya noch"
"Battles Without Honor and Humanity: The Complete Saga"
"Gu guo qi tan"
"Tekkihei, Tonda"
"Ta men zai xiang ai"
"Qi xi yu"
"Dan ni er de gu shi"
"Ming tian zhi you wo"
"Okasareta shojo"
"Shan jiao ji ti"
"Toruko gômon: Kamu"
"Hentai midara yubi"
"The Phantom Wolf"
"Shkura belogo medvedya"
"Uznay menya"
"Stseny iz semeynoy zhizni"
"Semeynyy krug"
"Emiler Goenda Bahini"
"Mazos musu nuodemes"
"Chhutir Ghonta"
"Zameen Aur Aasman"
"Dao Pe Dao"
"Kahan Ho Tum Bagira"
"Ammu Ki Bakari"
"Dadon Ka Dada"
"Bhagat Narsinh Mehta"
"Choran Nu Mor"
"Kesuda No Rang"
"Gangapur Ni Ganga"
"Diyar Bhojai"
"Akhand Chudlo"
"Sau Dahada Sasuna To Ek Dahado Vahuno"
"Mosafer-e shab"
"Crônica à Beira do Rio"
"Charly II"
"Sandhi"
"Sita"
"Bhagya Chakra"
"Gore Orphanage"
"Ski Australia"
"Fa ting nei wai"
"The Yellow Sky"
"My-vzroslye"
"Pora zvenyachego znoya"
"Xian guo ti tou"
"Ab morgen wird sich alles ändern"
"La nef des fous"
"Uno Koichiro no Hotel Maid Nikki"
"Gad Jejuri Jejuri"
"Karmveer"
"Kuhasa"
"Love Does Not See the Sun"
"Bhedia Ka Bhoot"
"Arch of Triumph"
"Jise Tu Kabool Kar Le"
"Sunehari Yaaden"
"Romance on Lushan Mountain"
"Daisy"
"Jokôsei: Kikenna Mebae"
"Shinnyû Shain: (Maruhi) OL Ôoku Monogatari"
"Waka-goke Ama: Uzuku"
"Sex Dock: Midarana Chiryô"
"Mt. Paekdu"
"The Fourteenth Winter"
